,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
C3EXPUS,,,,,,,0.018350684932,0.031457534247,0.042652054795,0.029863387978,0.047953424658,0.028076712329,0.024539726027,0.030767759563,0.023920547945,0.027936986301,0.027646575342,0.032756830601,0.026438356164,0.023975342466,0.037493150685,0.027868852459,0.032430136986,0.024745205479,0.032794520548,0.053207650273,0.031060273973,0.054997260274,0.03761369863,0.028258811475,0.037487463014,0.045205227397,0.042467378082,0.052632986339,0.084726257534,0.10920653425,0.12395375068,0.17073757923,0.30181750959,0.42282589041,0.61486622466,0.79917778689,0.91382004384,0.94930062192,1.0977272329,1.2616632404,1.3267184164,1.3991274301,1.6178517534,1.77332735,1.8229680877,1.6447407918
C3IMPUS,,,,,,,,,,,,,,,,,,,,,0.095424260274,0.11274548907,0.10664884658,0.13030916164,0.11546527671,0.15413886066,0.13975567945,0.13738586301,0.15916392603,0.19786304098,0.21890637534,0.20119950137,0.1620157589,0.16171817213,0.126068,0.092608356164,0.081632958904,0.084786961749,0.10281382466,0.088942484932,0.10435895616,0.12006837978,0.13316712055,0.13915063836,0.13271785753,0.11261477596,0.11389590959,0.11479167397,0.10747956986,0.11341005464,0.12886687973,0.12886169507
C3NIPUS,,,,,,,,,,,,,,,,,,,,,0.057931109589,0.084876636612,0.074218709589,0.10556395616,0.082670756164,0.10093121038,0.10869540548,0.08238860274,0.1215502274,0.16960422951,0.18141891233,0.15599427397,0.11954838082,0.10908518579,0.041341742466,-0.016598178082,-0.042320791781,-0.085950617486,-0.19900368493,-0.33388340548,-0.51050726849,-0.6791094071,-0.78065292329,-0.81014998356,-0.96500937534,-1.1490484645,-1.2128225068,-1.2843357562,-1.5103721836,-1.6599172784,-1.6941013534,-1.5158792027
C3PSP1BLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.784,-0.73,-1.054,1.577,1.007,-0.718,-0.01,0.142,0.581,1.469,-0.517,-0.681,0.897,-0.1033314,0.4793484,0.1774912
C3PSP2BLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.541,-1.024,-7.973,12.687,-1.457,-3.195,-1.618,0.824,-0.667,-0.09,1.505,1.677,-1.203,-0.4396924,-2.1193482,-0.3869922
C3PSP3BLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.194,15.975,-13.057,16.25,20.068,-10.363,-13.253,0.732,15.44,-12.774,-6.548,12.435,1.925,2.2449294,-1.078744,0.9203226
C3PSP4BLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013,0.005,0.23,0.773,0.156,-0.166,0.131,-0.088,0.296,1.125,0.016,-0.438,0.687,0.0329443,0.0761895,0.0715468
C3PSP5BLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.323,-0.402,0.668,-0.692,0.11,-0.114,-0.055,0.268,0.47,-0.473,-0.19,0.692,-0.794906,-0.2256267,0.0800242
C3PSPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.989,5.773,5.043,3.989,5.566,6.573,5.855,5.845,5.987,6.568,8.037,7.52,6.839,7.736,7.431507,7.910855,8.088347
C3PSPP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.905,22.446,21.422,13.449,26.136,24.679,21.484,19.866,20.69,20.023,19.933,21.438,23.115,21.912,21.32128,19.20193,18.81494
C3PSPP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.102,17.908,33.883,20.826,37.076,57.144,46.781,33.528,34.26,49.7,36.926,30.378,42.813,44.738,49.0894,48.01066,48.93098
C3PSPP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368,0.355,0.36,0.59,1.363,1.519,1.353,1.484,1.396,1.692,2.817,2.833,2.395,3.083,2.49538,2.57157,2.643116
C3PSPP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.175,1.567,1.89,1.488,2.156,1.464,1.574,1.46,1.405,1.673,2.143,1.67,1.48,2.19,1.915553,1.689926,1.769951
C3PSPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.539,48.049,62.598,40.342,72.297,91.379,77.047,62.183,63.738,79.656,69.856,63.839,76.642,79.659,82.25313,79.38494,80.24734
C3ROPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34062801366,0.31124348219,0.30167087397,0.33039956986,0.31220711749,0.29089544932,0.28195351781,0.26988508219,0.27577312568,0.28374790959,0.30633721644,0.2833506,0.30680053279,0.30675073151,0.30135070411,0.28790139726,0.26380577049,0.27760279178,0.2828384411,0.27811780548,0.27278564727,0.29789895014,0.30009806493
C3TCPUS,,,,,,,,,,,,,,,,,,,0.87248767123,0.93949315068,0.93855936438,0.97823270765,0.96458119726,0.9293238137,1.0379483397,1.0106725328,0.93191551233,1.0149264685,0.97701961096,1.0210549317,0.98582496712,0.94718083562,0.98334895068,0.92385825683,0.89296686301,0.85162096986,0.85144643836,0.8623774153,0.96859083836,0.86964533699,0.86476128493,0.83304351913,0.80280180822,0.88783101096,0.8679880274,0.82392167213,0.82873392329,0.83356332603,0.77987162466,0.7484328041,0.81317078027,0.9959473611
C4FPPUS,,,,,,,,,,0.30226775956,0.29862465753,0.28423013699,0.29830410959,0.31074590164,0.29980547945,0.30001369863,0.31857260274,0.32599453552,0.33327945205,0.33160273973,0.33586027397,0.3422704918,0.33446027397,0.32963835616,0.34247123288,0.34809289617,0.3312,0.33210136986,0.31309315068,0.31984972678,0.30236757534,0.29858680822,0.30442227123,0.30666442623,0.3239237863,0.3421971726,0.36817004658,0.40439347268,0.46523570959,0.54474250137,0.6344655589,0.63657937158,0.66760233151,0.7512712,0.84988196438,0.89252789891,0.92191496986,0.9879615863,1.062682063,1.1301974125,1.1920765233,1.1398154
C4NIPUS,,,,,,,0.1036739726,0.082216438356,0.069964383562,0.048672131148,0.059890410959,0.12572640548,0.10541681918,0.095563202186,0.051389320548,0.054441616438,0.034049671233,0.019033240437,0.025107347945,0.020345657534,0.0077319643836,0.0091863333333,0.022211263014,0.021542821918,0.010175150685,0.011940819672,0.043356958904,0.025012443836,0.038761643836,0.038184125683,0.078523120548,0.093106786301,0.050729624658,0.053002699454,0.019929290411,0.0089496931507,0.00048309589041,-0.0013427868852,-0.0089113945205,-0.056082010959,-0.083071605479,-0.091469770492,-0.10744454795,-0.17350081096,-0.22629719726,-0.32320968852,-0.37169570685,-0.37326026027,-0.39508557534,-0.44136479208,-0.52008870137,-0.5962114137
C4PSBLD,,,,,,,,-19.556,10.322,-22.278,-0.378,2.095,2.656,1.999,-4.166,4.245,-2.114,4.108,3.936,-7.318,0.289,-2.334,0.843,2.884,-3.956,-0.488,5.729,-1.94,-2.201,1.161,-0.259,3.748,-2.491,1.419,0.902,3.671,-0.8,3.234,0.917,3.888,4.015,-5.581,7.072,0.128,4.6,2.441,-10.704,10.575,-4.372,-1.2576182414,12.8378011,3.9460412
C4PSPUS,,,,,,,54.18,34.624,44.946,22.668,22.29,24.385,27.041,29.04,24.874,29.119,27.005,31.113,35.049,27.731,28.02,25.686,26.529,29.413,25.457,24.969,30.698,28.758,26.557,27.718,27.459,31.207,28.716,30.135,31.037,34.708,33.908,37.142,38.059,41.947,45.962,40.381,47.453,47.581,52.181,54.622,43.918,54.493,50.121,48.86338,61.70118,65.64722
C4RIPUS,,,,,,,0.2837260274,0.29666027397,0.24902739726,0.2870273224,0.30111780822,0.29828219178,0.29549315068,0.31301912568,0.30443835616,0.29266849315,0.30385753425,0.30868852459,0.32729589041,0.29566575342,0.28861643836,0.27821311475,0.26264931507,0.25288493151,0.23790684932,0.23783879781,0.24100821918,0.2464739726,0.22809041096,0.23831420765,0.25325162192,0.31674471507,0.32816400274,0.33350247541,0.3235446411,0.28710426027,0.31643564658,0.33517495082,0.33073404658,0.35770949041,0.3705672274,0.39078426776,0.38942184932,0.40899727671,0.40356447671,0.37532515301,0.38242731781,0.39517826301,0.42398089041,0.43156454727,0.41217817507,0.36211246164
C4ROPUS,,,,,,,0.039536986301,0.011802739726,0.045671232877,0.061844262295,0.081542465753,0.10064383562,0.11403561644,0.13149726776,0.15001917808,0.078542465753,0.082657534247,0.12402185792,0.11357534247,0.12310684932,0.1265260274,0.11410928962,0.099901369863,0.092145205479,0.088210958904,0.098366120219,0.090016438356,0.073495890411,0.067073972603,0.038161202186,0.012351153425,0.065740008219,0.072334684932,0.092186013661,0.066822457534,0.0794598,0.0475396,0.058762382514,0.051191583562,0.060462531507,0.049745273973,0.040202248634,0.030786227397,0.033988928767,0.030413794521,0.011722502732,0.043761909589,0.05813450411,0.065504120548,0.060317742623,0.051953521918,0.04991103589
C4TCBUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21043472378,0.15987396341,0.18515212411,0.27318265579,0.28335103384,0.34287029308,0.32621180538,0.28068773359,0.31172813637,0.36625470401,0.30384450042,0.36901245375,0.35030283604,0.46643328757,0.47138127077,0.4003294,0.3136463
C4TCPUS,,,,,,,0.34203287671,0.38561369863,0.42386575342,0.15090983607,0.14183013699,0.18724657534,0.20134794521,0.21301912568,0.21341643836,0.12884931507,0.13775068493,0.14923497268,0.13440273973,0.1995260274,0.18048767123,0.19319945355,0.19161643836,0.18252876712,0.21390410959,0.22181967213,0.20761917808,0.18936712329,0.19649863014,0.15440464208,0.1406986,0.13041915342,0.10614600548,0.11447284426,0.08465809863,0.13344507671,0.10194897534,0.11780169945,0.17426936712,0.18076208219,0.21957228767,0.20977643716,0.18214687945,0.20241119452,0.23783130137,0.19904557377,0.24087890137,0.22755841918,0.3013497589,0.30388228852,0.25862409397,0.20262434384
C4TCZUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3181738346,4.4471789327,4.2926208147,4.2934789165,4.2938974296,4.2754422783,4.2452076774,4.2010309066,4.2128659647,4.214103243,4.1605315342,4.1934691009,4.2106820884,4.236986757,4.2415445938,4.2408782411,4.2408782411
C4TRPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021126041096,-0.019748106849,-0.016991948087,-0.017967,-0.017967
CCEXPUS,0.0034876713014,0.003592896459,0.0033999999507,0.001897917789,0.0039459425123,0.0056585846038,0.0032059451068,0.0027211643096,0.0018232601534,0.0028546039317,0.0030748272685,0.0027517890658,0.0015734246986,0.0029869016858,0.0029737260274,0.0015674794849,0.0021702767644,0.0019172458142,0.0029090438575,0.0027017780027,0.0037204903973,0.0044325409563,0.0034693780986,0.0030931451616,0.0024592000521,0.0031304180464,0.0036868246466,0.0021694082438,0.0019774795205,0.003602688612,0.0047872986795,0.0044287478329,0.0039556464712,0.0053522897295,0.0035802821534,0.004007726063,0.0026577644027,0.0026619973033,0.0023014848493,0.0025917918685,0.0023476108822,0.0027331093224,0.0033195014849,0.0031539260959,0.0026502657507,0.0018672731913,0.005707172589,0.0063518877096,0.0041320767151,0.0048241211448,0.0041115690685,0.0031318834521
CCIEKUS,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8
CCIMPUS,0.0049835617726,0.0035819671448,0.005010958874,0.015676712274,0.010888602764,0.0017992676858,0.0014440274027,0.00032881123836,9.586600274E-05,0.0015890109973,0.0015843370301,0.00090089997534,0.0025268163808,0.0073442813497,0.0063325479945,0.0020952739808,0.0032405918274,0.0057318962787,0.0059039122849,0.0091455261288,0.010466093288,0.0069456064891,0.0085996984493,0.010505347929,0.0088326027699,0.010331565656,0.0069192274767,0.0088815013699,0.007558038537,0.018780024612,0.0096692582767,0.011144038162,0.006738589126,0.0098442313989,0.00094984106027,0.0033259772164,0.0038844248521,0.0031008497951,0.00037681207945,0.00021004332877,0.00038329150411,0.00062452237432,0.0001601912,0.00031982865753,0.00031688055342,0.00044177209836,0.00032092079178,0.00018462794521,0.00056407072603,0.00053142189891,7.4298600712E-05,-0.00023946888301
CCNIBUS,0.013540801314,-9.92002232E-05,0.014582404514,0.12472564845,0.062844960527,-0.035030247058,-0.015948858275,-0.021655534642,-0.015636400298,-0.01148753241,-0.013491918406,-0.016754200703,0.0086301008128,0.039551063734,0.030404055702,0.0047776210976,0.0096884919752,0.034624817873,0.027109540796,0.058328806499,0.061061195851,0.022810593253,0.046439662071,0.067095260192,0.057692042146,0.065363375876,0.029259710468,0.060757867721,0.050515220142,0.13776164415,0.044191492124,0.0607868088,0.025191195349,0.040772440719,-0.023810753073,-0.0061711813584,0.011103722674,0.0039833755536,-0.017422222406,-0.021559581631,-0.017781004205,-0.019139227442,-0.028598094828,-0.025654311119,-0.021121812527,-0.012938953451,-0.048756378846,-0.055825940205,-0.032297558965,-0.0389639008,-0.03654538,-0.03051747
CCNIPUS,0.0014958905562,-1.0928986339E-05,0.0016109594027,0.01377879457,0.0069426602438,-0.0038593168361,-0.0017619154082,-0.0023923480603,-0.0017273972932,-0.001265592765,-0.0014904903233,-0.0018508838603,0.00095339160548,0.0043573796639,0.0033588218849,0.00052779729315,0.0010703150658,0.0038146503033,0.0029948675205,0.0064437479562,0.0067456027233,0.0025130655355,0.0051303206,0.0074122028493,0.0063734028,0.0072011475273,0.0032324028356,0.0067120932082,0.0055805590082,0.015177336082,0.0048819589178,0.006715290411,0.0027829424822,0.0044919399699,-0.002630441126,-0.00068174783014,0.0012266595973,0.00043885240984,-0.0019246821041,-0.0023817478603,-0.0019643177425,-0.0021085875464,-0.0031593122877,-0.002834104189,-0.0023333862712,-0.0014254972514,-0.0053862548438,-0.0061672492493,-0.003568002537,-0.0042926916393,-0.0040372684384,-0.0033713507123
CCPRPUS,,,0.14659449315,0.13312076712,0.14416441096,0.12604385246,0.11744816438,0.077016712329,0.070707123288,0.083497472678,0.079978224658,0.071981109589,0.072065687671,0.07908192623,0.077660260274,0.075663073973,0.06587930137,0.063961918033,0.063512408219,0.062153342466,0.06506320274,0.063049319672,0.060588994521,0.054907060274,0.054838561644,0.056852265027,0.051917808219,0.045967123288,0.047049315068,0.046196721311,0.045808219178,0.044942465753,0.04438630137,0.04275136612,0.030528767123,0.041156164384,0.042249315068,0.041453551913,0.04197260274,0.041517808219,0.037684931507,0.032393442623,0.035473972603,0.03782739726,0.035257534247,0.028220960016,0.034369863014,0.031216438356,0.030783561644,0.029396868852,0.030117589041,0.032505356712
CCSDPUS,,,,,,,6.724,8.19,3.518,3.716,2.553,2.066,1.064,1.583,1.919,1.918,2.107,1.883,1.461,0.936,1.302,1.323,1.294,0.933,0.852,1.054,0.981,0.606,0.38,0.351,0.614,0.685,0.632,0.916,0.776,0.702,0.745,0.606,0.872,0.797,0.707,0.579,0.558,0.354,0.44,0.481,0.352,0.301,0.155679074,0.4474276,0.22961,-0.0758447
CCSDPUS1,,,,,,,6.214,8.115,3.6196771663,3.6815010652,2.7838308711,2.1000414953,1.1975899659,1.5296755179,1.8996293446,1.8629975498,2.1454856348,1.9651990738,1.4809233334,0.97854978357,1.2760688263,1.2689194398,1.4435120692,0.89081309812,0.88324555944,1.0241602615,0.96492059575,0.60557585287,0.43442448985,0.34299739952,0.68351546119,0.63189096026,0.64121971834,0.71247513851,0.8679201146,0.72250857618,0.74433625742,0.58794758514,0.85786562929,0.77302153366,0.69153412259,0.60948713783,0.55082246897,0.3665903603,0.4335222433,0.497576691,0.3110965508,0.29093194209,0.233883083,0.4453612,0.2553945,-0.0520604
CCTCPUS,,,,,,,0.1227099726,0.073381534247,0.082507205479,0.08168829235,0.080256671233,0.070383630137,0.077873934247,0.084051885246,0.086232410959,0.07773,0.066343972603,0.067685491803,0.066585049315,0.066197350685,0.067123249315,0.06295907377,0.062676953425,0.063090320548,0.061465753425,0.06350273224,0.055345205479,0.053704109589,0.053249315068,0.061453551913,0.049969863014,0.051460273973,0.047317808219,0.046461748634,0.028282191781,0.040676712329,0.043356164384,0.042273224044,0.039317808219,0.039339726027,0.035964383562,0.030633879781,0.03237260274,0.035553424658,0.032690410959,0.026686740092,0.029339726027,0.025189041096,0.02761369863,0.024307051639,0.02667708137,0.029970864658
CECONB,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16846929876,0.15985624,0.1604965,0.18673634,0.17891668,0.1758685,0.16992799,0.17266102,0.18052479,0.18758495,0.19597764,0.22159662,0.23080522,0.22900937,0.21959271,0.23213992,0.25828859,0.23694711,0.22755249,0.21706103,0.20895357,0.29743173,0.282214473,0.284056068,0.3215988,0.331677
CGSP_ENC,,,,,,,,,,,,,,,,1602.0329729,1596.6702994,1679.0753583,1729.7302332,1837.3490238,1870.345188,1933.1410267,2011.0588928,2081.2755685,2162.0454569,2222.2321657,2202.1387342,2242.703275,2295.7728032,2362.3190749,2408.106263,2425.8379854,2450.3988265,2403.2942608,2284.9595569,2368.7854313,2421.590949,2463.3914608,2506.0009571,2569.2312164,2606.1958425,2632.4169509,2669.5356359,2722.1419083,2756.910084,2649.5558428,2798.2127974,2854.0745366,2896.7642452,2957.1470912,3011.84975,3073.1909167
CGSP_ESC,,,,,,,,,,,,,,,,474.55394664,488.77648902,521.79117363,542.65228173,570.81970418,587.32060338,602.20270452,625.61782141,653.0518093,674.26158598,674.69658899,673.53640691,690.90796934,714.83836096,748.17964274,772.00797675,787.78724722,790.32270254,795.40429405,764.96668005,785.56021518,797.72346678,816.11078635,831.02221966,836.02453448,853.29719582,867.31770899,885.87777351,899.28225138,918.45917202,906.51778652,964.74424512,989.20003744,1010.8106966,1032.5053834,1053.251,1076.39525
CGSP_MAC,,,,,,,,,,,,,,,,1829.4370848,1799.2496023,1842.6861297,1873.5518465,1895.7255189,1930.8233588,1992.9820194,2061.1257168,2107.773007,2201.239427,2286.1710508,2326.9645326,2328.8430681,2364.2812534,2419.6195838,2472.9649376,2520.0988,2563.1074637,2564.9520809,2568.3960664,2651.1421585,2663.2063514,2744.2067812,2775.7869068,2824.1137519,2881.1464629,2922.4280798,2969.2023251,3035.9065714,3094.8474953,2990.2536095,3134.1490935,3194.5739611,3252.5087299,3330.0926151,3397.6923333,3467.76275
CGSP_MTN,,,,,,,,,,,,,,,,479.93626546,492.05741074,527.32145329,565.02766696,608.55392767,639.02757774,673.41888095,710.713956,760.02915956,812.00899881,856.76799655,871.41504834,891.42533668,924.77264416,973.37184615,1030.7504635,1073.5812746,1108.6820367,1104.7700963,1057.669052,1072.3207409,1091.7042057,1104.5106071,1127.5989487,1156.7550777,1194.6934297,1223.7043051,1270.8158384,1323.4816786,1382.3874087,1372.3456988,1474.5639147,1525.3549048,1582.7916629,1624.1111218,1664.5765833,1711.76175
CGSP_NEC,,,,,,,,,,,,,,,,587.90203018,571.80988636,583.93042784,589.44107318,607.12931709,630.7471978,655.61536377,689.0487876,717.39979369,749.74731414,803.43407254,815.20901456,819.02891032,836.97136313,871.84126342,889.38839403,914.4741735,936.2084343,941.41731159,920.11078463,948.92372943,954.78592785,968.57178398,968.94287178,982.72571945,1013.5763643,1023.5735009,1039.545421,1062.4864206,1086.241825,1061.5629519,1121.3124458,1148.3792063,1168.513525,1199.8289767,1220.0946667,1244.2471667
CGSP_PAC,,,,,,,,,,,,,,,,1679.3030813,1665.8649182,1685.1576022,1702.470005,1731.8531258,1777.9755907,1848.1206483,1944.3851293,2063.6015866,2207.884156,2352.4552015,2346.1245568,2394.0385639,2483.6109963,2566.8850322,2685.7209483,2791.419007,2869.3892514,2901.4825107,2807.3915066,2867.1354257,2920.4088459,3004.4523438,3103.8734539,3214.6671775,3365.7795936,3473.2742448,3634.2390537,3788.337776,3939.4024606,3889.9751193,4170.154556,4220.7381167,4327.7055351,4469.8138448,4563.22875,4667.7113333
CGSP_SAC,,,,,,,,,,,,,,,,1745.8454461,1756.5662027,1830.0923477,1900.4544075,1983.2553639,2038.2685351,2111.2127869,2194.9725785,2306.8687881,2428.7630725,2518.051827,2579.5501304,2641.5435512,2731.8119111,2866.1862175,3000.2448008,3082.0209719,3124.8047465,3111.7135558,3013.8650577,3082.8349727,3114.2404353,3141.9509651,3197.536251,3273.0689719,3381.69489,3472.2588897,3564.0633067,3656.1445398,3746.8586538,3680.5699104,3925.1974769,4074.2792504,4193.7788092,4326.6567911,4423.43025,4532.7063333
CGSP_WNC,,,,,,,,,,,,,,,,647.07908809,653.92241371,684.83281744,691.68291689,736.37252598,753.44944356,790.31407626,821.75923916,848.93659121,873.86058356,911.42588262,911.33765506,931.77509124,966.42092696,1003.5079639,1033.7116143,1048.7404934,1072.7672019,1092.8908948,1065.1020032,1096.8269623,1120.9899722,1149.9805661,1167.9485416,1201.8735148,1227.2141397,1237.6807339,1250.7574901,1274.0121267,1288.444339,1262.3015557,1330.1977557,1353.2495125,1386.9415976,1401.7871871,1429.4033333,1461.881
CGSP_WSC,,,,,,,,,,,,,,,,958.89991796,969.33353673,992.27733223,1036.7419801,1088.9688779,1129.559533,1181.1182044,1255.0710975,1327.8335638,1376.500746,1409.2311128,1448.4577652,1479.6745628,1505.205947,1585.7010885,1643.3881176,1734.7440234,1788.3857053,1794.4008685,1792.8426939,1846.3408785,1889.5478577,1968.7751399,2043.4053414,2109.8695326,2189.0039429,2182.4772664,2223.5584863,2314.1142905,2380.6535407,2322.1899154,2448.4577999,2522.8146339,2694.8027649,2781.6671109,2849.7311667,2927.8023333
CHEOPUS,,,,,,,,,,,,,,,0.32580453164,0.37398826852,0.37873483305,0.40849344251,0.41998435608,0.43506044101,0.43632104921,0.43728488795,0.44601958903,0.44624617253,0.45158177271,0.44966137435,0.42901539457,0.43834053447,0.44390665759,0.44315537248,0.41981056636,0.42911008721,0.41479856524,0.39628094054,0.38491405472,0.41828455314,0.4163142951,0.43007476549,0.44451710351,0.42904858495,0.4337184227,0.43332399945,0.42963788957,0.4386596363,0.44445575853,0.42653112636,0.41785781902,0.42953432141,0.42391613059,0.42370051842,0.4339481674,0.43872867726
CHEOTWH,,,,,,,,,,,,,,,118.91865405,136.50571801,138.23821407,149.50859996,153.29428997,158.79706097,159.25718296,160.04626899,162.79714999,162.87985297,164.82734704,164.57606301,156.59061902,159.99429508,162.02593002,162.19486633,153.23085672,156.62518183,151.40147631,145.03882424,140.49362997,152.6738619,151.95471771,157.40736417,162.24874278,156.60273351,158.30722429,158.5965838,156.81782969,160.11076725,162.22635186,156.11039225,152.51810394,156.78002732,154.72938766,155.07438534,158.39109,160.13597
CICPIUS,0.53825,0.56933333333,0.60616666667,0.65241666667,0.72583333333,0.82383333333,0.90933333333,0.96533333333,0.99583333333,1.0393333333,1.076,1.0969166667,1.1361666667,1.18275,1.2394166667,1.3065833333,1.3616666667,1.4030833333,1.44475,1.48225,1.5238333333,1.5685833333,1.60525,1.6300833333,1.6658333333,1.7219166667,1.7704166667,1.7986666667,1.84,1.8890833333,1.9526666667,2.0155833333,2.0734416667,2.1525425,2.1456466667,2.1807616667,2.24923,2.2958608333,2.3295175,2.36715,2.3700175,2.4000541667,2.45121,2.510995,2.5565258333,2.5884616667,2.7096583333,2.9262058333,3.0470075,3.1357137665,3.1937045,3.2550943333
CLAJPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00046636156986,0.03144155614,0.040828792423,0.0039548977315,0.029693155077,0.014572162466,0.0064377010874,0.013691277214,0.014847399871,0.014351909682,0.019479048866,0.011381037833,0.025469598959,0.059835381809,0.027225182099,0,0
CLAJPUS_TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170221973,11.476167991,14.943338027,1.443537672,10.838001603,5.3188393,2.356198598,4.997316183,5.419300953,5.238447034,7.129331885,4.154078809,9.29640362,21.83991436,9.9644166484,0,0
CLCECON,,,,,,,,,,,,,,,0.0030819179014,0.0032618082521,0.0033653149616,0.0032096175137,0.0037610136986,0.0036817807836,0.0038877259918,0.004536530041,0.0047608492822,0.0039529314603,0.0040828767726,0.0042268579126,0.0039663287616,0.0038499643589,0.0049744684658,0.0052370247049,0.0052644196712,0.0051666328849,0.005278884989,0.0055219153798,0.0049254848466,0.004712238389,0.0045689424301,0.0039614644699,0.0037154330301,0.0029113918438,0.0021859012329,0.0018658334344,0.0016713999534,0.0015796108904,0.0014219150219,0.0012924125956,0.0014627864247,0.0014646684274,0.0010951863014,0.0011137648197,0.0011940486329,0.0012524252603
